autonum,redcap_event_name,redcap_repeat_instrument,redcap_repeat_instance,appr_comm_id,appr_hh_code,appr_hh_yn,appr_hh_not,appr_hh_not_other,appr_n_accpt,appr_n_rfs,appr_rfs_rsn_1,appr_rfs_rsn_other_1,appr_rfs_rsn_2,appr_rfs_rsn_other_2,appr_rfs_rsn_3,appr_rfs_rsn_other_3,appr_rfs_rsn_4,appr_rfs_rsn_other_4,appr_rfs_rsn_5,appr_rfs_rsn_other_5,appr_rfs_rsn_6,appr_rfs_rsn_other_6,appr_rfs_rsn_7,appr_rfs_rsn_other_7,appr_rfs_rsn_8,appr_rfs_rsn_other_8,appr_rfs_rsn_9,appr_rfs_rsn_other_9,appr_rfs_rsn_10,appr_rfs_rsn_other_10,appr_rfs_rsn_11,appr_rfs_rsn_other_11,appr_rfs_rsn_12,appr_rfs_rsn_other_12,abordaje_vivienda_complete
2071,baseline_visit_arm_1,,,07,450,1,,,3,2,3,,3,,,,,,,,,,,,,,,,,,,,,,1
2072,baseline_visit_arm_1,,,07,105,1,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2073,baseline_visit_arm_1,,,07,110,1,,,1,2,3,,3,,,,,,,,,,,,,,,,,,,,,,1
2074,baseline_visit_arm_1,,,07,111,1,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2075,baseline_visit_arm_1,,,07,301,1,,,4,1,3,,,,,,,,,,,,,,,,,,,,,,,,1
2076,baseline_visit_arm_1,,,07,152,1,,,5,1,3,,,,,,,,,,,,,,,,,,,,,,,,1
2077,baseline_visit_arm_1,,,07,515,1,,,1,4,3,,3,,8,,3,,,,,,,,,,,,,,,,,,1
2078,baseline_visit_arm_1,,,07,140,1,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2079,baseline_visit_arm_1,,,07,213,1,,,1,4,11,,11,,11,,11,,,,,,,,,,,,,,,,,,1
2080,baseline_visit_arm_1,,,07,151,1,,,1,5,1,,3,,3,,3,,3,,,,,,,,,,,,,,,,1
2081,baseline_visit_arm_1,,,07,153,1,,,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,1
2082,baseline_visit_arm_1,,,07,150,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2083,baseline_visit_arm_1,,,07,149,1,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2084,baseline_visit_arm_1,,,07,148,1,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2085,baseline_visit_arm_1,,,07,146,1,,,1,2,2,,8,,,,,,,,,,,,,,,,,,,,,,1
2086,baseline_visit_arm_1,,,07,145,1,,,6,1,3,,,,,,,,,,,,,,,,,,,,,,,,1
2087,baseline_visit_arm_1,,,07,144,1,,,1,4,3,,8,,3,,3,,,,,,,,,,,,,,,,,,1
2088,baseline_visit_arm_1,,,07,136,1,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2089,baseline_visit_arm_1,,,07,135,1,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2090,baseline_visit_arm_1,,,07,132,1,,,1,2,8,,3,,,,,,,,,,,,,,,,,,,,,,1
2091,baseline_visit_arm_1,,,07,520,1,,,3,4,8,,2,,2,,3,,,,,,,,,,,,,,,,,,1
2092,baseline_visit_arm_1,,,07,128,1,,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,1
2093,baseline_visit_arm_1,,,07,124,1,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2094,baseline_visit_arm_1,,,07,178,1,,,1,2,1,,3,,,,,,,,,,,,,,,,,,,,,,1
2095,baseline_visit_arm_1,,,07,189,1,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2096,baseline_visit_arm_1,,,07,185,1,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2097,baseline_visit_arm_1,,,07,181,1,,,0,3,1,,1,,1,,,,,,,,,,,,,,,,,,,,1
2098,baseline_visit_arm_1,,,07,193,1,,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,1
2099,baseline_visit_arm_1,,,07,182,1,,,5,1,3,,,,,,,,,,,,,,,,,,,,,,,,1
2100,baseline_visit_arm_1,,,07,179,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2101,baseline_visit_arm_1,,,07,183,1,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2102,baseline_visit_arm_1,,,07,184,1,,,2,1,8,,,,,,,,,,,,,,,,,,,,,,,,1
2103,baseline_visit_arm_1,,,07,194,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2104,baseline_visit_arm_1,,,07,511,1,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2105,baseline_visit_arm_1,,,07,192,1,,,1,2,3,,3,,,,,,,,,,,,,,,,,,,,,,1
2106,baseline_visit_arm_1,,,07,191,1,,,4,1,3,,,,,,,,,,,,,,,,,,,,,,,,1
2107,baseline_visit_arm_1,,,07,452,1,,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2108,baseline_visit_arm_1,,,07,453,1,,,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,1
2109,baseline_visit_arm_1,,,07,114,1,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2110,baseline_visit_arm_1,,,07,451,1,,,0,2,99,Enfermedad,99,Enfermedad,,,,,,,,,,,,,,,,,,,,,1
2111,baseline_visit_arm_1,,,07,106,1,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2112,baseline_visit_arm_1,,,07,107,1,,,1,4,8,,8,,8,,99,Enfermedad,,,,,,,,,,,,,,,,,1
2113,baseline_visit_arm_1,,,07,113,1,,,8,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2114,baseline_visit_arm_1,,,07,176,1,,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,1
2115,baseline_visit_arm_1,,,07,456,1,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2116,baseline_visit_arm_1,,,07,173,1,,,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,1
2117,baseline_visit_arm_1,,,07,175,1,,,5,1,2,,,,,,,,,,,,,,,,,,,,,,,,1
2118,baseline_visit_arm_1,,,07,458,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2119,baseline_visit_arm_1,,,07,159,1,,,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,1
2120,baseline_visit_arm_1,,,07,170,1,,,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,1
2121,baseline_visit_arm_1,,,07,165,1,,,2,3,3,,3,,3,,,,,,,,,,,,,,,,,,,,1
2122,baseline_visit_arm_1,,,07,465,1,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2123,baseline_visit_arm_1,,,06,201,1,,,1,6,5,,11,,11,,11,,11,,11,,,,,,,,,,,,,,1
2124,baseline_visit_arm_1,,,06,168,1,,,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,1
2125,baseline_visit_arm_1,,,06,120,1,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2126,baseline_visit_arm_1,,,06,179,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2128,baseline_visit_arm_1,,,06,108,1,,,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,1
2129,baseline_visit_arm_1,,,06,104,1,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2130,baseline_visit_arm_1,,,06,178,1,,,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,1
2131,baseline_visit_arm_1,,,06,138,1,,,6,1,7,,,,,,,,,,,,,,,,,,,,,,,,1
2133,baseline_visit_arm_1,,,06,167,1,,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,1
2134,baseline_visit_arm_1,,,06,169,1,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2135,baseline_visit_arm_1,,,06,136,1,,,1,2,3,,3,,,,,,,,,,,,,,,,,,,,,,1
2136,baseline_visit_arm_1,,,06,172,1,,,1,3,1,,1,,1,,,,,,,,,,,,,,,,,,,,1
2138,baseline_visit_arm_1,,,06,188,1,,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,1
2139,baseline_visit_arm_1,,,06,191,1,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2140,baseline_visit_arm_1,,,06,854,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2141,baseline_visit_arm_1,,,06,174,1,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2142,baseline_visit_arm_1,,,06,861,1,,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2143,baseline_visit_arm_1,,,07,214,1,,,3,2,8,,3,,,,,,,,,,,,,,,,,,,,,,1
2144,baseline_visit_arm_1,,,07,555,1,,,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,1
2145,baseline_visit_arm_1,,,07,209,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2146,baseline_visit_arm_1,,,07,556,1,,,1,3,3,,3,,3,,,,,,,,,,,,,,,,,,,,1
2147,baseline_visit_arm_1,,,07,208,1,,,1,2,3,,3,,,,,,,,,,,,,,,,,,,,,,1
2148,baseline_visit_arm_1,,,07,207,1,,,5,1,8,,,,,,,,,,,,,,,,,,,,,,,,1
2149,baseline_visit_arm_1,,,07,206,1,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2150,baseline_visit_arm_1,,,07,204,1,,,1,5,9,,9,,8,,8,,9,,,,,,,,,,,,,,,,1
2152,baseline_visit_arm_1,,,06,175,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2153,baseline_visit_arm_1,,,06,176,1,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2154,baseline_visit_arm_1,,,06,171,1,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2155,baseline_visit_arm_1,,,07,138,1,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2156,baseline_visit_arm_1,,,07,134,1,,,1,2,2,,2,,,,,,,,,,,,,,,,,,,,,,1
2157,baseline_visit_arm_1,,,07,565,1,,,1,3,2,,2,,2,,,,,,,,,,,,,,,,,,,,1
2158,baseline_visit_arm_1,,,07,195,1,,,4,3,2,,3,,3,,,,,,,,,,,,,,,,,,,,1
2159,baseline_visit_arm_1,,,07,164,1,,,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,1
2160,baseline_visit_arm_1,,,07,180,1,,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2161,baseline_visit_arm_1,,,07,186,1,,,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,1
2162,baseline_visit_arm_1,,,07,177,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2163,baseline_visit_arm_1,,,07,187,1,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2164,baseline_visit_arm_1,,,07,190,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2165,baseline_visit_arm_1,,,07,188,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2166,baseline_visit_arm_1,,,07,530,1,,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,1
2167,baseline_visit_arm_1,,,07,401,1,,,0,2,1,,1,,,,,,,,,,,,,,,,,,,,,,1
2168,baseline_visit_arm_1,,,07,157,1,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2169,baseline_visit_arm_1,,,07,161,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2170,baseline_visit_arm_1,,,07,160,1,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2171,baseline_visit_arm_1,,,07,469,1,,,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,1
2172,baseline_visit_arm_1,,,07,162,1,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2173,baseline_visit_arm_1,,,07,115,1,,,4,1,3,,,,,,,,,,,,,,,,,,,,,,,,1
2174,baseline_visit_arm_1,,,07,119,1,,,1,2,9,,9,,,,,,,,,,,,,,,,,,,,,,1
2175,baseline_visit_arm_1,,,07,171,1,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2176,baseline_visit_arm_1,,,07,116,1,,,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,1
2177,baseline_visit_arm_1,,,07,120,1,,,1,5,5,,3,,3,,3,,3,,,,,,,,,,,,,,,,1
2178,baseline_visit_arm_1,,,07,122,1,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2179,baseline_visit_arm_1,,,07,554,1,,,4,3,3,,3,,3,,,,,,,,,,,,,,,,,,,,1
2180,baseline_visit_arm_1,,,07,201,1,,,4,2,8,,8,,,,,,,,,,,,,,,,,,,,,,1
2181,baseline_visit_arm_1,,,07,118,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2182,baseline_visit_arm_1,,,07,121,1,,,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,1
2183,baseline_visit_arm_1,,,07,123,1,,,1,2,8,,8,,,,,,,,,,,,,,,,,,,,,,1
2184,baseline_visit_arm_1,,,07,155,1,,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2185,baseline_visit_arm_1,,,07,163,1,,,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,1
2186,baseline_visit_arm_1,,,07,198,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2187,baseline_visit_arm_1,,,07,205,1,,,1,2,1,,3,,,,,,,,,,,,,,,,,,,,,,1
2188,baseline_visit_arm_1,,,07,158,1,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2190,baseline_visit_arm_1,,,21,113,1,,,3,7,8,,8,,8,,8,,3,,3,,3,,,,,,,,,,,,1
2191,baseline_visit_arm_1,,,21,104,1,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2192,baseline_visit_arm_1,,,21,109,1,,,1,6,8,,8,,8,,8,,8,,5,,,,,,,,,,,,,,1
2193,baseline_visit_arm_1,,,21,101,1,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2194,baseline_visit_arm_1,,,21,452,1,,,1,2,3,,3,,,,,,,,,,,,,,,,,,,,,,1
2195,baseline_visit_arm_1,,,21,453,1,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2196,baseline_visit_arm_1,,,21,102,1,,,7,2,3,,7,,,,,,,,,,,,,,,,,,,,,,1
2197,baseline_visit_arm_1,,,21,119,1,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2198,baseline_visit_arm_1,,,21,117,1,,,1,3,8,,3,,3,,,,,,,,,,,,,,,,,,,,1
2199,baseline_visit_arm_1,,,21,450,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2200,baseline_visit_arm_1,,,21,110,1,,,6,1,3,,,,,,,,,,,,,,,,,,,,,,,,1
2201,baseline_visit_arm_1,,,07,521,1,,,2,4,1,,2,,3,,3,,,,,,,,,,,,,,,,,,1
2202,baseline_visit_arm_1,,,07,202,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2203,baseline_visit_arm_1,,,07,203,1,,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2204,baseline_visit_arm_1,,,07,455,1,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2205,baseline_visit_arm_1,,,07,300,1,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2207,baseline_visit_arm_1,,,21,105,1,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2208,baseline_visit_arm_1,,,21,107,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2209,baseline_visit_arm_1,,,21,120,1,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2210,baseline_visit_arm_1,,,21,118,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2211,baseline_visit_arm_1,,,21,300,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2212,baseline_visit_arm_1,,,21,112,1,,,3,2,5,,5,,,,,,,,,,,,,,,,,,,,,,1
2213,baseline_visit_arm_1,,,07,137,1,,,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,1
2214,baseline_visit_arm_1,,,06,206,1,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2216,baseline_visit_arm_1,,,06,141,1,,,2,4,2,,8,,8,,8,,,,,,,,,,,,,,,,,,1
2217,baseline_visit_arm_1,,,07,167,1,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2218,baseline_visit_arm_1,,,07,197,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2219,baseline_visit_arm_1,,,07,211,1,,,1,2,2,,3,,,,,,,,,,,,,,,,,,,,,,1
2220,baseline_visit_arm_1,,,07,172,1,,,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,1
2221,baseline_visit_arm_1,,,07,560,1,,,1,3,9,,3,,3,,,,,,,,,,,,,,,,,,,,1
2222,baseline_visit_arm_1,,,07,199,1,,,1,3,9,,3,,3,,,,,,,,,,,,,,,,,,,,1
2223,baseline_visit_arm_1,,,07,125,1,,,5,1,3,,,,,,,,,,,,,,,,,,,,,,,,1
2224,baseline_visit_arm_1,,,07,910,1,,,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,1
2225,baseline_visit_arm_1,,,07,215,1,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2226,baseline_visit_arm_1,,,28,112,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2227,baseline_visit_arm_1,,,28,117,1,,,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,1
2228,baseline_visit_arm_1,,,28,121,1,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2229,baseline_visit_arm_1,,,28,102,1,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2230,baseline_visit_arm_1,,,28,118,1,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2231,baseline_visit_arm_1,,,28,114,1,,,1,3,1,,10,,10,,,,,,,,,,,,,,,,,,,,1
2232,baseline_visit_arm_1,,,28,111,1,,,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,1
2233,baseline_visit_arm_1,,,28,201,1,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2234,baseline_visit_arm_1,,,28,550,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2235,baseline_visit_arm_1,,,28,452,1,,,2,2,11,,11,,,,,,,,,,,,,,,,,,,,,,1
2236,baseline_visit_arm_1,,,28,122,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2237,baseline_visit_arm_1,,,28,120,1,,,1,5,3,,3,,3,,3,,3,,,,,,,,,,,,,,,,1
2238,baseline_visit_arm_1,,,28,119,1,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2239,baseline_visit_arm_1,,,28,110,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2240,baseline_visit_arm_1,,,28,453,1,,,1,3,9,,3,,3,,,,,,,,,,,,,,,,,,,,1
2241,baseline_visit_arm_1,,,28,108,1,,,4,1,5,,,,,,,,,,,,,,,,,,,,,,,,1
2242,baseline_visit_arm_1,,,28,200,1,,,3,4,3,,3,,3,,3,,,,,,,,,,,,,,,,,,1
2243,baseline_visit_arm_1,,,28,105,1,,,2,4,9,,3,,3,,3,,,,,,,,,,,,,,,,,,1
2244,baseline_visit_arm_1,,,28,451,1,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2245,baseline_visit_arm_1,,,29,455,1,,,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,1
2246,baseline_visit_arm_1,,,29,458,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2248,baseline_visit_arm_1,,,04,567,1,,,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,1
2249,baseline_visit_arm_1,,,23,107,1,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2250,baseline_visit_arm_1,,,23,112,1,,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2254,baseline_visit_arm_1,,,06,859,1,,,1,3,8,,8,,8,,,,,,,,,,,,,,,,,,,,1
2255,baseline_visit_arm_1,,,06,863,1,,,3,2,3,,3,,,,,,,,,,,,,,,,,,,,,,1
2257,baseline_visit_arm_1,,,06,864,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2259,baseline_visit_arm_1,,,12,134,1,,,3,2,3,,99,"Vive en otra comunidad ",,,,,,,,,,,,,,,,,,,,,1
2267,baseline_visit_arm_1,,,29,135,1,,,1,2,1,,3,,,,,,,,,,,,,,,,,,,,,,1
2268,baseline_visit_arm_1,,,12,457,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2287,baseline_visit_arm_1,,,15,603,1,,,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,1
2290,baseline_visit_arm_1,,,14,460,1,,,2,1,8,,,,,,,,,,,,,,,,,,,,,,,,1
2296,baseline_visit_arm_1,,,14,461,1,,,2,1,7,,,,,,,,,,,,,,,,,,,,,,,,1
2300,baseline_visit_arm_1,,,01,956,1,,,7,3,3,,3,,99,"No estaba en casa",,,,,,,,,,,,,,,,,,,1
2301,baseline_visit_arm_1,,,01,951,1,,,2,4,5,,5,,5,,5,,,,,,,,,,,,,,,,,,1
2313,baseline_visit_arm_1,,,18,120,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2314,baseline_visit_arm_1,,,18,140,1,,,1,2,1,,8,,,,,,,,,,,,,,,,,,,,,,1
2316,baseline_visit_arm_1,,,11,148,1,,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,1
2317,baseline_visit_arm_1,,,03,154,1,,,0,6,5,,5,,5,,5,,5,,5,,,,,,,,,,,,,,1
2319,baseline_visit_arm_1,,,05,455,1,,,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,1
2320,baseline_visit_arm_1,,,05,163,1,,,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,1
2321,baseline_visit_arm_1,,,03,187,1,,,1,2,3,,3,,,,,,,,,,,,,,,,,,,,,,1
2323,baseline_visit_arm_1,,,03,952,1,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2324,baseline_visit_arm_1,,,03,953,1,,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2328,baseline_visit_arm_1,,,10,289,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2330,baseline_visit_arm_1,,,10,293,1,,,06,01,3,,,,,,,,,,,,,,,,,,,,,,,,1
2335,baseline_visit_arm_1,,,03,301,1,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2336,baseline_visit_arm_1,,,03,954,1,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2343,baseline_visit_arm_1,,,27,117,1,,,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,1
2346,baseline_visit_arm_1,,,22,115,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2347,baseline_visit_arm_1,,,22,854,1,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2348,baseline_visit_arm_1,,,22,855,1,,,1,6,3,,3,,3,,3,,3,,3,,,,,,,,,,,,,,1
2356,baseline_visit_arm_1,,,13,147,1,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,1
2369,baseline_visit_arm_1,,,07,129,1,,,1,2,8,,3,,,,,,,,,,,,,,,,,,,,,,1
2373,baseline_visit_arm_1,,,28,103,1,,,1,3,8,,8,,8,,,,,,,,,,,,,,,,,,,,1
