LOC_DIS_mod,test1,test2,LOCALIDAD_mod,DISTRITO_mod,PROVINCIA_mod,LOCALIDAD,DISTRITO,PROVINCIA,BASIN,Selected,MALARIA P. FALCIPARUM 2013,MALARIA POR P. MALARIAE 2013,MALARIA POR P. VIVAX 2013,Total general 2013,MALARIA P. FALCIPARUM 2014,MALARIA POR P. MALARIAE 2014,MALARIA POR P. VIVAX 2014,Total general 2014,MALARIA P. FALCIPARUM 2015,MALARIA POR P. MALARIAE 2015,MALARIA POR P. VIVAX 2015,Total general 2015,MALARIA P. FALCIPARUM 2016,MALARIA POR P. MALARIAE 2016,MALARIA POR P. VIVAX 2016,Total general 2016,MALARIA P. FALCIPARUM 2017,MALARIA POR P. VIVAX 2017,Total general 2017,MALARIA P. FALCIPARUM 2018,MALARIA POR P. VIVAX 2018,Total general 2018,MALARIA P. FALCIPARUM 2019,MALARIA POR P. VIVAX 2019,Total general 2019
SAN JUAN DE PUMAYACU_YURIMAGUAS,SAN JUAN DE PUMAYACU_YURIMAGUAS,SAN JUAN DE PUMAYACU_YURIMAGUAS,SAN JUAN DE PUMAYACU,YURIMAGUAS,ALTO AMAZONAS,SAN JUAN DE PUMAYACU,YURIMAGUAS,ALTO AMAZONAS,NA,No,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA
SAN JUAN DE RAMON CASTILL_RAMON CASTILLA,#N/A,SAN JUAN DE RAMON CASTILL_RAMON CASTILLA,SAN JUAN DE RAMON CASTILL,RAMON CASTILLA,MARISCAL RAMON CASTILLA,SAN JUAN DE RAMON CASTILL,RAMON CASTILLA,MARISCAL RAMON CASTILLA,NA,No,0,0,1,1,0,0,1,1,0,0,3,3,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAN JUAN DE RAYA_ALTO NANAY,SAN JUAN DE RAYA_ALTO NANAY,SAN JUAN DE RAYA_ALTO NANAY,SAN JUAN DE RAYA,ALTO NANAY,MAYNAS,SAN JUAN DE RAYA,ALTO NANAY,MAYNAS,Pintuyacu,Yes,2,0,11,13,5,0,14,19,2,0,27,29,1,0,3,4,2,8,10,3,2,5,NA,NA,NA
SAN JUAN DE SABALO_BARRANCA,SAN JUAN DE SABALO_BARRANCA,SAN JUAN DE SABALO_BARRANCA,SAN JUAN DE SABALO,BARRANCA,DATEM DEL MARA—ON,SAN JUAN DE SABALO,BARRANCA,DATEM DEL MARA—ON,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,8,0,3,3,1,0,1
SAN JUAN DE SASIPAHUA_BARRANCA,SAN JUAN DE SASIPAHUA_BARRANCA,SAN JUAN DE SASIPAHUA_BARRANCA,SAN JUAN DE SASIPAHUA,BARRANCA,DATEM DEL MARA—ON,SAN JUAN DE SASIPAHUA,BARRANCA,DATEM DEL MARA—ON,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA
SAN JUAN DE SINCHICUY_PUNCHANA,SAN JUAN DE SINCHICUY_PUNCHANA,SAN JUAN DE SINCHICUY_PUNCHANA,SAN JUAN DE SINCHICUY,PUNCHANA,MAYNAS,SAN JUAN DE SINCHICUY,PUNCHANA,MAYNAS,NA,No,0,0,114,114,1,0,53,54,3,0,22,25,2,0,0,2,NA,NA,NA,0,1,1,NA,NA,NA
SAN JUAN DE TROMPETEROS_TROMPETEROS,SAN JUAN DE TROMPETEROS_TROMPETEROS,SAN JUAN DE TROMPETEROS_TROMPETEROS,SAN JUAN DE TROMPETEROS,TROMPETEROS,LORETO,NUEVO SAN JUAN,TROMPETEROS,LORETO,NA,No,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1
SAN JUAN DE TROMPETEROS_TROMPETEROS,SAN JUAN DE TROMPETEROS_TROMPETEROS,SAN JUAN DE TROMPETEROS_TROMPETEROS,SAN JUAN DE TROMPETEROS,TROMPETEROS,LORETO,SAN JUAN DE TROMPETEROS,TROMPETEROS,LORETO,NA,No,4,0,12,16,2,0,29,31,0,0,17,17,5,0,27,32,2,53,55,6,16,22,0,1,1
SAN JUAN DE UNGURAHUAL_ALTO NANAY,SAN JUAN DE UNGURAHUAL_ALTO NANAY,SAN JUAN DE UNGURAHUAL_ALTO NANAY,SAN JUAN DE UNGURAHUAL,ALTO NANAY,MAYNAS,HUNGURAHUAL,ALTO NANAY,MAYNAS,Nanay,Yes,5,0,17,22,7,0,56,63,11,0,24,35,1,0,9,10,10,21,31,10,40,50,0,6,6
SAN JUAN DE UNGURAHUAL_ALTO NANAY,SAN JUAN DE UNGURAHUAL_ALTO NANAY,SAN JUAN DE UNGURAHUAL_ALTO NANAY,SAN JUAN DE UNGURAHUAL,ALTO NANAY,MAYNAS,SAN JUAN DE UNGURAHUAL,ALTO NANAY,MAYNAS,Nanay,Yes,18,0,42,60,0,0,5,5,5,0,21,26,1,0,2,3,NA,NA,NA,3,14,17,0,1,1
SAN JUAN DE UNGURAHUAL_ALTO NANAY,SAN JUAN DE UNGURAHUAL_ALTO NANAY,SAN JUAN DE UNGURAHUAL_ALTO NANAY,SAN JUAN DE UNGURAHUAL,ALTO NANAY,MAYNAS,UNGURAHUAL,ALTO NANAY,MAYNAS,Nanay,Yes,5,0,10,15,1,0,21,22,1,0,6,7,0,0,4,4,1,6,7,5,27,32,0,4,4
SAN JUAN DE YANAYACU_FERNANDO LORES,SAN JUAN DE YANAYACU_FERNANDO LORES,SAN JUAN DE YANAYACU_FERNANDO LORES,SAN JUAN DE YANAYACU,FERNANDO LORES,MAYNAS,SAN JUAN DE YANAYACU,FERNANDO LORES,MAYNAS,NA,No,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,0,1,1,NA,NA,NA
SAN JUAN DE YANAYACU_NAPO,SAN JUAN DE YANAYACU_NAPO,SAN JUAN DE YANAYACU_NAPO,SAN JUAN DE YANAYACU,NAPO,MAYNAS,SAN JUAN DE YANAYACU,NAPO,MAYNAS,NA,No,0,0,6,6,6,0,7,13,5,0,23,28,0,0,5,5,0,6,6,0,2,2,0,1,1
SAN JUAN DE YUTO_SAN JUAN BAUTISTA,SAN JUAN DE YUTO_SAN JUAN BAUTISTA,SAN JUAN DE YUTO_SAN JUAN BAUTISTA,SAN JUAN DE YUTO,SAN JUAN BAUTISTA,MAYNAS,SAN JUAN DE YUTO,ALTO NANAY,MAYNAS,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,3,0,0,1,1,NA,NA,NA,0,2,2,NA,NA,NA
SAN JUAN DE YUTO_SAN JUAN BAUTISTA,SAN JUAN DE YUTO_SAN JUAN BAUTISTA,SAN JUAN DE YUTO_SAN JUAN BAUTISTA,SAN JUAN DE YUTO,SAN JUAN BAUTISTA,MAYNAS,YUTO,SAN JUAN BAUTISTA,MAYNAS,NA,No,1,0,5,6,0,0,7,7,3,0,9,12,0,0,2,2,2,1,3,0,1,1,NA,NA,NA
SAN JUAN DE ZAPOTE_YURIMAGUAS,SAN JUAN DE ZAPOTE_YURIMAGUAS,SAN JUAN DE ZAPOTE_YURIMAGUAS,SAN JUAN DE ZAPOTE,YURIMAGUAS,ALTO AMAZONAS,SAN JUAN DE ZAPOTE,YURIMAGUAS,ALTO AMAZONAS,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10,10,NA,NA,NA,0,1,1,NA,NA,NA
SAN JUAN DEL AMAZONAS_FERNANDO LORES,SAN JUAN DEL AMAZONAS_FERNANDO LORES,#N/A,SAN JUAN DEL AMAZONAS,FERNANDO LORES,MAYNAS,SAN JUAN DEL AMAZONAS,NAUTA,LORETO,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA
SAN JUAN DEL MANCHARI_ANDOAS,SAN JUAN DEL MANCHARI_ANDOAS,SAN JUAN DEL MANCHARI_ANDOAS,SAN JUAN DEL MANCHARI,ANDOAS,DATEM DEL MARA—ON,SAN JUAN DE MANCHARI,ANDOAS,DATEM DEL MARA—ON,NA,No,0,0,19,19,5,0,50,55,58,0,80,138,NA,NA,NA,NA,121,220,341,58,191,249,23,99,122
SAN JUAN DEL MANCHARI_ANDOAS,SAN JUAN DEL MANCHARI_ANDOAS,SAN JUAN DEL MANCHARI_ANDOAS,SAN JUAN DEL MANCHARI,ANDOAS,DATEM DEL MARA—ON,SAN JUAN DE MANCHARI,PASTAZA,DATEM DEL MARA—ON,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,5,6,11,1,13,14,NA,NA,NA
SAN JUAN_BALSAPUERTO,SAN JUAN_BALSAPUERTO,SAN JUAN_BALSAPUERTO,SAN JUAN,BALSAPUERTO,ALTO AMAZONAS,SAN JUAN,BALSAPUERTO,ALTO AMAZONAS,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,0,0,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAN JUAN_MANSERICHE,SAN JUAN_MANSERICHE,SAN JUAN_MANSERICHE,SAN JUAN,MANSERICHE,DATEM DEL MARA—ON,SAN JUAN,MANSERICHE,DATEM DEL MARA—ON,NA,No,NA,NA,NA,NA,0,0,2,2,0,0,17,17,NA,NA,NA,NA,0,3,3,0,10,10,0,26,26
SAN JUAN_MANSERICHE,SAN JUAN_MANSERICHE,SAN JUAN_MANSERICHE,SAN JUAN,MANSERICHE,DATEM DEL MARA—ON,SAN JUAN MANCH,MANSERICHE,DATEM DEL MARA—ON,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA
SAN JUAN_MAZAN,#N/A,#N/A,SAN JUAN,MAZAN,MAYNAS,SAN JUAN,MAZAN,MAYNAS,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAN JUAN_NAUTA,SAN JUAN_NAUTA,SAN JUAN_NAUTA,SAN JUAN,NAUTA,LORETO,SAN JUAN,NAUTA,LORETO,NA,No,0,0,1,1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,0,1,1
SAN JUAN_PUNCHANA,SAN JUAN_PUNCHANA,SAN JUAN_PUNCHANA,SAN JUAN,PUNCHANA,MAYNAS,SAN JUAN,PUNCHANA,MAYNAS,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA
SAN JUAN_PUTUMAYO,#N/A,SAN JUAN_PUTUMAYO,SAN JUAN,PUTUMAYO,PUTUMAYO,SAN JUAN,PUTUMAYO,PUTUMAYO,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAN JUAN_SAN JUAN BAUTISTA,#N/A,SAN JUAN_SAN JUAN BAUTISTA,SAN JUAN,SAN JUAN BAUTISTA,MAYNAS,SAN JUAN,SAN JUAN BAUTISTA,MAYNAS,NA,No,103,0,598,701,60,1,566,627,59,0,559,618,52,0,415,467,68,587,655,21,245,266,3,64,67
SAN JUAN_YAQUERANA,SAN JUAN_YAQUERANA,SAN JUAN_YAQUERANA,SAN JUAN,YAQUERANA,REQUENA,SAN JUAN,YAQUERANA,REQUENA,NA,No,3,0,4,7,0,0,5,5,0,0,7,7,0,0,2,2,1,5,6,0,7,7,0,1,1
SAN JUAN_YAVARI,#N/A,SAN JUAN_YAVARI,SAN JUAN,YAVARI,MARISCAL RAMON CASTILLA,SAN JUAN,YAVARI,MARISCAL RAMON CASTILLA,NA,No,5,0,6,11,1,0,0,1,1,0,9,10,NA,NA,NA,NA,12,17,29,6,23,29,NA,NA,NA
SAN JULIAN_SAN JUAN BAUTISTA,#N/A,SAN JULIAN_SAN JUAN BAUTISTA,SAN JULIAN,SAN JUAN BAUTISTA,MAYNAS,SAN JULIAN,SAN JUAN BAUTISTA,MAYNAS,NA,No,0,0,3,3,NA,NA,NA,NA,1,0,0,1,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA
SAN LORENZO CACHIYACU_BALSAPUERTO,SAN LORENZO CACHIYACU_BALSAPUERTO,#N/A,SAN LORENZO CACHIYACU,BALSAPUERTO,ALTO AMAZONAS,SAN LORENZO CACHIYACU,BALSAPUERTO,ALTO AMAZONAS,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,5,5,0,3,3,0,2,2
SAN LORENZO DE INAYUGA_NAPO,SAN LORENZO DE INAYUGA_NAPO,SAN LORENZO DE INAYUGA_NAPO,SAN LORENZO DE INAYUGA,NAPO,MAYNAS,SAN LORENZO,NAPO,MAYNAS,NA,No,0,0,3,3,0,0,8,8,1,0,9,10,0,0,1,1,1,12,13,1,4,5,0,4,4
SAN LORENZO DE MUYUY_FERNANDO LORES,SAN LORENZO DE MUYUY_FERNANDO LORES,SAN LORENZO DE MUYUY_FERNANDO LORES,SAN LORENZO DE MUYUY,FERNANDO LORES,MAYNAS,SAN LORENZO DE MUYUY,FERNANDO LORES,MAYNAS,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4,4,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA
SAN LORENZO_BALSAPUERTO,SAN LORENZO_BALSAPUERTO,SAN LORENZO_BALSAPUERTO,SAN LORENZO,BALSAPUERTO,ALTO AMAZONAS,SAN LORENZO,BALSAPUERTO,ALTO AMAZONAS,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAN LORENZO_BARRANCA,SAN LORENZO_BARRANCA,SAN LORENZO_BARRANCA,SAN LORENZO,BARRANCA,DATEM DEL MARA—ON,NUEVO SAN LORENZO,BARRANCA,DATEM DEL MARA—ON,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,2,2,NA,NA,NA
SAN LORENZO_BARRANCA,SAN LORENZO_BARRANCA,SAN LORENZO_BARRANCA,SAN LORENZO,BARRANCA,DATEM DEL MARA—ON,SAN LORENZO,BARRANCA,DATEM DEL MARA—ON,NA,No,1,0,3,4,0,0,2,2,0,0,11,11,0,0,4,4,2,38,40,4,60,64,0,13,13
SAN LORENZO_BARRANCA,SAN LORENZO_BARRANCA,SAN LORENZO_BARRANCA,SAN LORENZO,BARRANCA,DATEM DEL MARA—ON,SAN LORENZO,MANSERICHE,DATEM DEL MARA—ON,NA,No,NA,NA,NA,NA,0,0,1,1,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAN LORENZO_BELEN,#N/A,SAN LORENZO_BELEN,SAN LORENZO,BELEN,MAYNAS,SAN LORENZO,BELEN,MAYNAS,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA
SAN LORENZO_IQUITOS,#N/A,SAN LORENZO_IQUITOS,SAN LORENZO,IQUITOS,MAYNAS,SAN LORENZO,IQUITOS,MAYNAS,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA
SAN LORENZO_SAN JUAN BAUTISTA,#N/A,SAN LORENZO_SAN JUAN BAUTISTA,SAN LORENZO,SAN JUAN BAUTISTA,MAYNAS,SAN LORENZO,SAN JUAN BAUTISTA,MAYNAS,NA,No,NA,NA,NA,NA,0,0,5,5,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAN LORENZO_URARINAS,SAN LORENZO_URARINAS,SAN LORENZO_URARINAS,SAN LORENZO,URARINAS,LORETO,SAN LORENZO,URARINAS,LORETO,NA,No,17,0,4,21,4,0,15,19,1,0,6,7,1,0,11,12,4,7,11,0,8,8,NA,NA,NA
SAN LUCAS_SAN JUAN BAUTISTA,SAN LUCAS_SAN JUAN BAUTISTA,SAN LUCAS_SAN JUAN BAUTISTA,SAN LUCAS,SAN JUAN BAUTISTA,MAYNAS,SAN LUCAS,SAN JUAN BAUTISTA,MAYNAS,NA,No,4,0,71,75,2,0,4,6,6,0,60,66,6,0,44,50,1,10,11,0,7,7,0,1,1
SAN LUIS DE TACSHA CURARAY_NAPO,SAN LUIS DE TACSHA CURARAY_NAPO,SAN LUIS DE TACSHA CURARAY_NAPO,SAN LUIS DE TACSHA CURARAY,NAPO,MAYNAS,SAN LUIS,NAPO,MAYNAS,NA,No,1,0,0,1,NA,NA,NA,NA,0,0,1,1,1,0,3,4,2,9,11,13,62,75,0,3,3
SAN LUIS DE TACSHA CURARAY_NAPO,SAN LUIS DE TACSHA CURARAY_NAPO,SAN LUIS DE TACSHA CURARAY_NAPO,SAN LUIS DE TACSHA CURARAY,NAPO,MAYNAS,SAN LUIS TACSHA CURARAY,NAPO,MAYNAS,NA,No,12,0,85,97,7,0,114,121,6,0,83,89,2,0,42,44,5,31,36,8,27,35,1,13,14
SAN LUIS DE TACSHA CURARAY_NAPO,SAN LUIS DE TACSHA CURARAY_NAPO,SAN LUIS DE TACSHA CURARAY_NAPO,SAN LUIS DE TACSHA CURARAY,NAPO,MAYNAS,TACSHACURARAY,NAPO,MAYNAS,NA,No,0,0,3,3,0,0,2,2,1,0,7,8,1,0,9,10,2,6,8,9,6,15,NA,NA,NA
SAN LUIS DE VISTA ALEGRE_PUNCHANA,SAN LUIS DE VISTA ALEGRE_PUNCHANA,SAN LUIS DE VISTA ALEGRE_PUNCHANA,SAN LUIS DE VISTA ALEGRE,PUNCHANA,MAYNAS,SAN LUIS DE VISTA ALEGRE,PUNCHANA,MAYNAS,NA,No,5,0,45,50,0,0,1,1,NA,NA,NA,NA,0,0,1,1,0,1,1,NA,NA,NA,NA,NA,NA
SAN LUIS_INDIANA,SAN LUIS_INDIANA,SAN LUIS_INDIANA,SAN LUIS,INDIANA,MAYNAS,SAN LUIS,INDIANA,MAYNAS,NA,No,0,0,1,1,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAN LUIS_MAZAN,#N/A,#N/A,SAN LUIS,MAZAN,MAYNAS,SAN LUIS,MAZAN,MAYNAS,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,0,1,1
SAN LUIS_NAUTA,#N/A,SAN LUIS_NAUTA,SAN LUIS,NAUTA,LORETO,SAN LUIS,NAUTA,LORETO,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA
SAN LUIS_PUNCHANA,#N/A,SAN LUIS_PUNCHANA,SAN LUIS,PUNCHANA,MAYNAS,SAN LUIS,PUNCHANA,MAYNAS,Momon,Yes,3,0,20,23,11,0,47,58,16,0,54,70,13,0,36,49,21,52,73,2,41,43,1,0,1
SAN LUIS_YAVARI,SAN LUIS_YAVARI,SAN LUIS_YAVARI,SAN LUIS,YAVARI,MARISCAL RAMON CASTILLA,SAN LUIS,YAVARI,MARISCAL RAMON CASTILLA,NA,No,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAN LUIS_YURIMAGUAS,SAN LUIS_YURIMAGUAS,SAN LUIS_YURIMAGUAS,SAN LUIS,YURIMAGUAS,ALTO AMAZONAS,SAN LUIS,YURIMAGUAS,ALTO AMAZONAS,NA,No,NA,NA,NA,NA,0,0,10,10,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA
SAN MANUEL NUCURAY_LAGUNAS,#N/A,SAN MANUEL NUCURAY_LAGUNAS,SAN MANUEL NUCURAY,LAGUNAS,ALTO AMAZONAS,SAN MANUEL NUCURAY,LAGUNAS,ALTO AMAZONAS,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,10,15,12,24,36,10,19,29,2,10,12
SAN MANUEL_LAGUNAS,SAN MANUEL_LAGUNAS,SAN MANUEL_LAGUNAS,SAN MANUEL,LAGUNAS,ALTO AMAZONAS,SAN MANUEL,LAGUNAS,ALTO AMAZONAS,NA,No,NA,NA,NA,NA,36,0,6,42,23,0,18,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAN MANUEL_LAGUNAS,SAN MANUEL_LAGUNAS,SAN MANUEL_LAGUNAS,SAN MANUEL,LAGUNAS,ALTO AMAZONAS,SAN MANUEL DEL HUALLAGA,LAGUNAS,ALTO AMAZONAS,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAN MARCOS DE PILLINGUE_BALSAPUERTO,#N/A,SAN MARCOS DE PILLINGUE_BALSAPUERTO,SAN MARCOS DE PILLINGUE,BALSAPUERTO,ALTO AMAZONAS,SAN MARCOS DE PILLINGUE,BALSAPUERTO,ALTO AMAZONAS,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,13,13,0,25,25,0,13,13
SAN MARCOS_URARINAS,SAN MARCOS_URARINAS,SAN MARCOS_URARINAS,SAN MARCOS,URARINAS,LORETO,SAN MARCOS,URARINAS,LORETO,NA,No,NA,NA,NA,NA,3,0,2,5,2,0,15,17,2,0,9,11,11,7,18,6,3,9,2,6,8
SAN MARTIN DE ARAHUANA_RAMON CASTILLA,SAN MARTIN DE ARAHUANA_RAMON CASTILLA,SAN MARTIN DE ARAHUANA_RAMON CASTILLA,SAN MARTIN DE ARAHUANA,RAMON CASTILLA,MARISCAL RAMON CASTILLA,SAN MARTIN DE ARAHUANA,RAMON CASTILLA,MARISCAL RAMON CASTILLA,NA,No,0,0,21,21,0,0,13,13,3,0,56,59,0,0,5,5,0,7,7,0,8,8,0,1,1
SAN MARTIN DE PORRES_IQUITOS,SAN MARTIN DE PORRES_IQUITOS,SAN MARTIN DE PORRES_IQUITOS,SAN MARTIN DE PORRES,IQUITOS,MAYNAS,FRAY MARTIN,IQUITOS,MAYNAS,Nanay,Yes,0,0,30,30,5,0,61,66,0,0,33,33,17,0,30,47,11,15,26,31,46,77,1,15,16
SAN MARTIN DE PORRES_IQUITOS,SAN MARTIN DE PORRES_IQUITOS,SAN MARTIN DE PORRES_IQUITOS,SAN MARTIN DE PORRES,IQUITOS,MAYNAS,SAN MARTIN,IQUITOS,MAYNAS,Nanay,Yes,4,0,73,77,0,0,6,6,0,0,2,2,4,0,14,18,1,6,7,3,4,7,0,2,2
SAN MARTIN DE PORRES_PUTUMAYO,#N/A,#N/A,SAN MARTIN DE PORRES,PUTUMAYO,PUTUMAYO,SAN MARTIN DE PORRES,PUTUMAYO,PUTUMAYO,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAN MARTIN DE PORRES_RAMON CASTILLA,SAN MARTIN DE PORRES_RAMON CASTILLA,SAN MARTIN DE PORRES_RAMON CASTILLA,SAN MARTIN DE PORRES,RAMON CASTILLA,MARISCAL RAMON CASTILLA,SAN MARTIN DE PORRES,RAMON CASTILLA,MARISCAL RAMON CASTILLA,NA,No,1,0,3,4,1,0,4,5,1,0,8,9,0,0,4,4,2,2,4,0,1,1,0,1,1
SAN MARTIN DE PORRES_TENIENTE MANUEL CLAVERO,SAN MARTIN DE PORRES_TENIENTE MANUEL CLAVERO,SAN MARTIN DE PORRES_TENIENTE MANUEL CLAVERO,SAN MARTIN DE PORRES,TENIENTE MANUEL CLAVERO,PUTUMAYO,SAN MARTIN DE PORRES,TENIENTE MANUEL CLAVERO,PUTUMAYO,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAN MARTIN DE TIPISHCA_PARINARI,SAN MARTIN DE TIPISHCA_PARINARI,SAN MARTIN DE TIPISHCA_PARINARI,SAN MARTIN DE TIPISHCA,PARINARI,LORETO,SAN MARTIN DEL TIPISHCA,PARINARI,LORETO,NA,No,0,0,1,1,0,0,7,7,1,0,2,3,0,0,4,4,0,1,1,0,1,1,NA,NA,NA
SAN MARTIN DE TIPISHCA_SAN JUAN BAUTISTA,#N/A,SAN MARTIN DE TIPISHCA_SAN JUAN BAUTISTA,SAN MARTIN DE TIPISHCA,SAN JUAN BAUTISTA,MAYNAS,SAN MARTIN DE TIPISHCA,SAN JUAN BAUTISTA,MAYNAS,NA,No,1,0,3,4,5,0,27,32,2,0,31,33,1,0,0,1,1,3,4,0,5,5,0,3,3
SAN MARTIN LIBERTADOR_YAGUAS,SAN MARTIN LIBERTADOR_YAGUAS,SAN MARTIN LIBERTADOR_YAGUAS,SAN MARTIN LIBERTADOR,YAGUAS,PUTUMAYO,SAN MARTIN LIBERTADOR,YAGUAS,PUTUMAYO,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,NA,NA,NA
SAN MARTIN/SAN MARTIN DEL MARA—ON_NAUTA,SAN MARTIN/SAN MARTIN DEL MARA—ON_NAUTA,SAN MARTIN/SAN MARTIN DEL MARA—ON_NAUTA,SAN MARTIN/SAN MARTIN DEL MARA—ON,NAUTA,LORETO,SAN MARTIN,NAUTA,LORETO,NA,No,0,0,3,3,0,0,1,1,0,0,4,4,0,0,1,1,0,1,1,NA,NA,NA,0,1,1
SAN MARTIN_TENIENTE MANUEL CLAVERO,#N/A,SAN MARTIN_TENIENTE MANUEL CLAVERO,SAN MARTIN,TENIENTE MANUEL CLAVERO,PUTUMAYO,SAN MARTIN,TENIENTE MANUEL CLAVERO,PUTUMAYO,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,10,0,1,1,NA,NA,NA
SAN MATEO_YAQUERANA,SAN MATEO_YAQUERANA,#N/A,SAN MATEO,YAQUERANA,REQUENA,SAN MATEO,YAQUERANA,REQUENA,NA,No,1,0,4,5,2,0,4,6,1,0,7,8,0,0,1,1,6,38,44,7,20,27,0,4,4
SAN MATEO_YAVARI,SAN MATEO_YAVARI,SAN MATEO_YAVARI,SAN MATEO,YAVARI,MARISCAL RAMON CASTILLA,SAN MATEO,YAVARI,MARISCAL RAMON CASTILLA,NA,No,0,0,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAN MIGUEL DE BREO_PEBAS,#N/A,#N/A,SAN MIGUEL DE BREO,PEBAS,MARISCAL RAMON CASTILLA,SAN MIGUEL DE BREO,PEBAS,MARISCAL RAMON CASTILLA,NA,No,NA,NA,NA,NA,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
