LOC_DIS_mod,test1,test2,LOCALIDAD_mod,DISTRITO_mod,PROVINCIA_mod,LOCALIDAD,DISTRITO,PROVINCIA,BASIN,Selected,MALARIA P. FALCIPARUM 2013,MALARIA POR P. MALARIAE 2013,MALARIA POR P. VIVAX 2013,Total general 2013,MALARIA P. FALCIPARUM 2014,MALARIA POR P. MALARIAE 2014,MALARIA POR P. VIVAX 2014,Total general 2014,MALARIA P. FALCIPARUM 2015,MALARIA POR P. MALARIAE 2015,MALARIA POR P. VIVAX 2015,Total general 2015,MALARIA P. FALCIPARUM 2016,MALARIA POR P. MALARIAE 2016,MALARIA POR P. VIVAX 2016,Total general 2016,MALARIA P. FALCIPARUM 2017,MALARIA POR P. VIVAX 2017,Total general 2017,MALARIA P. FALCIPARUM 2018,MALARIA POR P. VIVAX 2018,Total general 2018,MALARIA P. FALCIPARUM 2019,MALARIA POR P. VIVAX 2019,Total general 2019
PROVIDENCIA_YURIMAGUAS,PROVIDENCIA_YURIMAGUAS,PROVIDENCIA_YURIMAGUAS,PROVIDENCIA,YURIMAGUAS,ALTO AMAZONAS,PROVIDENCIA,YURIMAGUAS,ALTO AMAZONAS,NA,No,0,0,1,1,0,0,1,1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSJ. CETICOS_SAN JUAN BAUTISTA,#N/A,#N/A,PSJ. CETICOS,SAN JUAN BAUTISTA,MAYNAS,PSJ. CETICOS,SAN JUAN BAUTISTA,MAYNAS,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA
PSJ. NAZARETH_BELEN,#N/A,#N/A,PSJ. NAZARETH,BELEN,MAYNAS,PSJ. NAZARETH,BELEN,MAYNAS,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSJE. GARISHO_IQUITOS,#N/A,#N/A,PSJE. GARISHO,IQUITOS,MAYNAS,PSJE. GARISHO,IQUITOS,MAYNAS,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
PUCA PANGA_SARAYACU,PUCA PANGA_SARAYACU,PUCA PANGA_SARAYACU,PUCA PANGA,SARAYACU,UCAYALI,PUCA PANGA,SARAYACU,UCAYALI,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
PUCA PLAYA_SAN PABLO,#N/A,PUCA PLAYA_SAN PABLO,PUCA PLAYA,SAN PABLO,MARISCAL RAMON CASTILLA,PUCA PLAYA,SAN PABLO,MARISCAL RAMON CASTILLA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA
PUCA URCO_ALTO NANAY,PUCA URCO_ALTO NANAY,PUCA URCO_ALTO NANAY,PUCA URCO,ALTO NANAY,MAYNAS,PUCA URCO,ALTO NANAY,MAYNAS,Nanay,Yes,35,0,38,73,16,0,75,91,19,0,99,118,1,0,18,19,5,13,18,15,42,57,14,15,29
PUCACUNGA_RAMON CASTILLA,#N/A,PUCACUNGA_RAMON CASTILLA,PUCACUNGA,RAMON CASTILLA,MARISCAL RAMON CASTILLA,PUCACUNGA,RAMON CASTILLA,MARISCAL RAMON CASTILLA,NA,No,0,0,20,20,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PUCACURO_LAGUNAS,PUCACURO_LAGUNAS,PUCACURO_LAGUNAS,PUCACURO,LAGUNAS,ALTO AMAZONAS,PUCACURO,LAGUNAS,ALTO AMAZONAS,NA,No,0,0,1,1,0,0,1,1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PUCACURO_PASTAZA,#N/A,PUCACURO_PASTAZA,PUCACURO,PASTAZA,DATEM DEL MARA—ON,PUCACURO,PASTAZA,DATEM DEL MARA—ON,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA
PUCACURO_TROMPETEROS,PUCACURO_TROMPETEROS,PUCACURO_TROMPETEROS,PUCACURO,TROMPETEROS,LORETO,PUCACURO,TROMPETEROS,LORETO,NA,No,0,0,6,6,18,0,44,62,11,0,43,54,57,1,172,230,5,60,65,8,45,53,4,13,17
PUCACURO_URARINAS,#N/A,#N/A,PUCACURO,URARINAS,LORETO,PUCACURO,URARINAS,LORETO,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PUCAHUARQUILLO_ALTO NANAY,PUCAHUARQUILLO_ALTO NANAY,#N/A,PUCAHUARQUILLO,ALTO NANAY,MAYNAS,PUCAURQUILLO,ALTO NANAY,MAYNAS,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,1,1
PUCALIRCO_SAN JUAN BAUTISTA,#N/A,PUCALIRCO_SAN JUAN BAUTISTA,PUCALIRCO,SAN JUAN BAUTISTA,MAYNAS,PUCALIRCO,SAN JUAN BAUTISTA,MAYNAS,NA,No,NA,NA,NA,NA,0,0,1,1,1,0,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PUCALLPA_INDIANA,PUCALLPA_INDIANA,PUCALLPA_INDIANA,PUCALLPA,INDIANA,MAYNAS,PUCALLPA,INDIANA,MAYNAS,NA,No,NA,NA,NA,NA,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA
PUCALLPA_LAGUNAS,PUCALLPA_LAGUNAS,PUCALLPA_LAGUNAS,PUCALLPA,LAGUNAS,ALTO AMAZONAS,PUCALLPA,LAGUNAS,ALTO AMAZONAS,NA,No,0,0,3,3,3,0,28,31,1,0,3,4,0,0,6,6,2,6,8,2,17,19,0,1,1
PUCALLPA_PEBAS,#N/A,PUCALLPA_PEBAS,PUCALLPA,PEBAS,MARISCAL RAMON CASTILLA,PUCALLPA,PEBAS,MARISCAL RAMON CASTILLA,NA,No,NA,NA,NA,NA,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PUCALLPA_YAVARI,#N/A,PUCALLPA_YAVARI,PUCALLPA,YAVARI,MARISCAL RAMON CASTILLA,PUCALLPA,YAVARI,MARISCAL RAMON CASTILLA,NA,No,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PUCALLPILLO_BALSAPUERTO,PUCALLPILLO_BALSAPUERTO,PUCALLPILLO_BALSAPUERTO,PUCALLPILLO,BALSAPUERTO,ALTO AMAZONAS,PUCALPILLO,BALSAPUERTO,ALTO AMAZONAS,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,0,0,8,8,0,0,14,14,0,23,23,0,6,6,0,1,1
PUCAURQUILLO_PEBAS,#N/A,#N/A,PUCAURQUILLO,PEBAS,MARISCAL RAMON CASTILLA,PUCAURQUILLO,PEBAS,MARISCAL RAMON CASTILLA,NA,No,0,0,35,35,5,0,64,69,0,0,16,16,0,0,4,4,0,1,1,0,3,3,0,3,3
PUCAYACU_IQUITOS,#N/A,PUCAYACU_IQUITOS,PUCAYACU,IQUITOS,MAYNAS,PUCAYACU,IQUITOS,MAYNAS,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA
PUCAYACU_NAPO,PUCAYACU_NAPO,PUCAYACU_NAPO,PUCAYACU,NAPO,MAYNAS,PUCAYACU,NAPO,MAYNAS,NA,No,0,0,1,1,0,0,1,1,1,0,4,5,1,0,16,17,4,9,13,1,18,19,0,1,1
PUCAYACU_SAN JUAN BAUTISTA,#N/A,PUCAYACU_SAN JUAN BAUTISTA,PUCAYACU,SAN JUAN BAUTISTA,MAYNAS,PUCAYACU,SAN JUAN BAUTISTA,MAYNAS,NA,No,2,0,7,9,5,0,5,10,0,0,3,3,2,0,1,3,0,1,1,0,2,2,0,1,1
PUEBLO CHAYAHUITA_CAHUAPANAS,PUEBLO CHAYAHUITA_CAHUAPANAS,PUEBLO CHAYAHUITA_CAHUAPANAS,PUEBLO CHAYAHUITA,CAHUAPANAS,DATEM DEL MARA—ON,CHAYAHUITA,CAHUAPANAS,DATEM DEL MARA—ON,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA
PUEBLO CHAYAHUITA_CAHUAPANAS,PUEBLO CHAYAHUITA_CAHUAPANAS,PUEBLO CHAYAHUITA_CAHUAPANAS,PUEBLO CHAYAHUITA,CAHUAPANAS,DATEM DEL MARA—ON,PUEBLO CHAYAHUITAS,CAHUAPANAS,DATEM DEL MARA—ON,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,2,0,1,1,NA,NA,NA,NA,NA,NA
PUEBLO JOVEN 6 DE MAYO_URARINAS,PUEBLO JOVEN 6 DE MAYO_URARINAS,PUEBLO JOVEN 6 DE MAYO_URARINAS,PUEBLO JOVEN 6 DE MAYO,URARINAS,LORETO,6 DE MAYO,URARINAS,LORETO,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,1,0,1,NA,NA,NA
PUEBLO LIBRE_FERNANDO LORES,PUEBLO LIBRE_FERNANDO LORES,PUEBLO LIBRE_FERNANDO LORES,PUEBLO LIBRE,FERNANDO LORES,MAYNAS,PUEBLO LIBRE,FERNANDO LORES,MAYNAS,NA,No,0,0,1,1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PUENTE ZARAGOZA_NAUTA,#N/A,PUENTE ZARAGOZA_NAUTA,PUENTE ZARAGOZA,NAUTA,LORETO,PUENTE ZARAGOZA,NAUTA,LORETO,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PUERTO ABEJA_MAZAN,PUERTO ABEJA_MAZAN,PUERTO ABEJA_MAZAN,PUERTO ABEJA,MAZAN,MAYNAS,PUERTO ABEJA,MAZAN,MAYNAS,NA,No,0,0,12,12,0,0,10,10,0,0,5,5,1,0,0,1,NA,NA,NA,0,2,2,NA,NA,NA
PUERTO ACHIN_PUTUMAYO,#N/A,PUERTO ACHIN_PUTUMAYO,PUERTO ACHIN,PUTUMAYO,PUTUMAYO,PUERTO ACHIN,PUTUMAYO,PUTUMAYO,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA
PUERTO AGUAJAL_PASTAZA,PUERTO AGUAJAL_PASTAZA,PUERTO AGUAJAL_PASTAZA,PUERTO AGUAJAL,PASTAZA,DATEM DEL MARA—ON,AGUAJAL,PASTAZA,DATEM DEL MARA—ON,NA,No,17,0,6,23,0,0,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PUERTO AGUAJAL_PASTAZA,PUERTO AGUAJAL_PASTAZA,PUERTO AGUAJAL_PASTAZA,PUERTO AGUAJAL,PASTAZA,DATEM DEL MARA—ON,PUERTO AGUAJAL,PASTAZA,DATEM DEL MARA—ON,NA,No,NA,NA,NA,NA,9,0,9,18,0,0,9,9,14,0,1,15,9,12,21,7,15,22,0,5,5
PUERTO AKUMPARI_PASTAZA,PUERTO AKUMPARI_PASTAZA,PUERTO AKUMPARI_PASTAZA,PUERTO AKUMPARI,PASTAZA,DATEM DEL MARA—ON,AKUMBARI,PASTAZA,DATEM DEL MARA—ON,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,0,0,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PUERTO AKUMPARI_PASTAZA,PUERTO AKUMPARI_PASTAZA,PUERTO AKUMPARI_PASTAZA,PUERTO AKUMPARI,PASTAZA,DATEM DEL MARA—ON,AKUMPARI,PASTAZA,DATEM DEL MARA—ON,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PUERTO AKUMPARI_PASTAZA,PUERTO AKUMPARI_PASTAZA,PUERTO AKUMPARI_PASTAZA,PUERTO AKUMPARI,PASTAZA,DATEM DEL MARA—ON,PUERTO AKUMBARI,PASTAZA,DATEM DEL MARA—ON,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0,17,30,34,30,64,10,28,38,NA,NA,NA
PUERTO AKUMPARI_PASTAZA,PUERTO AKUMPARI_PASTAZA,PUERTO AKUMPARI_PASTAZA,PUERTO AKUMPARI,PASTAZA,DATEM DEL MARA—ON,PUERTO AKUMPARI,PASTAZA,DATEM DEL MARA—ON,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,2,0,8,10,29,0,5,34,5,10,15,3,2,5,NA,NA,NA
PUERTO ALEGRE_ANDOAS,PUERTO ALEGRE_ANDOAS,PUERTO ALEGRE_ANDOAS,PUERTO ALEGRE,ANDOAS,DATEM DEL MARA—ON,PUERTO ALEGRE,ANDOAS,DATEM DEL MARA—ON,NA,No,0,0,26,26,37,0,76,113,15,0,20,35,96,0,45,141,17,28,45,35,61,96,11,22,33
PUERTO ALEGRE_BARRANCA,#N/A,PUERTO ALEGRE_BARRANCA,PUERTO ALEGRE,BARRANCA,DATEM DEL MARA—ON,PUERTO ALEGRE,BARRANCA,DATEM DEL MARA—ON,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,1,1,NA,NA,NA,NA,NA,NA
PUERTO ALEGRE_LAGUNAS,PUERTO ALEGRE_LAGUNAS,PUERTO ALEGRE_LAGUNAS,PUERTO ALEGRE,LAGUNAS,ALTO AMAZONAS,PUERTO ALEGRE,LAGUNAS,ALTO AMAZONAS,NA,No,0,0,3,3,0,0,42,42,0,0,3,3,0,0,8,8,NA,NA,NA,0,1,1,NA,NA,NA
PUERTO ALEGRE_MAZAN,PUERTO ALEGRE_MAZAN,PUERTO ALEGRE_MAZAN,PUERTO ALEGRE,MAZAN,MAYNAS,PUERTO ALEGRE,MAZAN,MAYNAS,NA,No,2,0,13,15,2,0,52,54,7,0,33,40,16,0,46,62,3,15,18,7,7,14,0,2,2
PUERTO ALEGRE_MAZAN,PUERTO ALEGRE_MAZAN,PUERTO ALEGRE_MAZAN,PUERTO ALEGRE,MAZAN,MAYNAS,PUERTO ALEGRE,PUNCHANA,MAYNAS,NA,No,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PUERTO ALEGRE_NAPO,PUERTO ALEGRE_NAPO,PUERTO ALEGRE_NAPO,PUERTO ALEGRE,NAPO,MAYNAS,PUERTO ALEGRE,NAPO,MAYNAS,NA,No,0,0,1,1,0,0,2,2,1,0,1,2,0,0,4,4,0,3,3,1,8,9,0,1,1
PUERTO ALEGRE_PUTUMAYO,#N/A,PUERTO ALEGRE_PUTUMAYO,PUERTO ALEGRE,PUTUMAYO,PUTUMAYO,PUERTO ALEGRE,PUTUMAYO,PUTUMAYO,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,NA,NA,NA,NA,NA,NA
PUERTO ALEGRE_RAMON CASTILLA,PUERTO ALEGRE_RAMON CASTILLA,PUERTO ALEGRE_RAMON CASTILLA,PUERTO ALEGRE,RAMON CASTILLA,MARISCAL RAMON CASTILLA,PUERTO ALEGRE,RAMON CASTILLA,MARISCAL RAMON CASTILLA,NA,No,2,0,10,12,0,0,4,4,2,0,10,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1
PUERTO ALEGRE_YAQUERANA,PUERTO ALEGRE_YAQUERANA,PUERTO ALEGRE_YAQUERANA,PUERTO ALEGRE,YAQUERANA,REQUENA,PUERTO ALEGRE,YAQUERANA,REQUENA,NA,No,0,0,11,11,0,0,7,7,1,0,10,11,2,0,61,63,4,12,16,3,14,17,0,11,11
PUERTO ALEGRE_YAVARI,PUERTO ALEGRE_YAVARI,PUERTO ALEGRE_YAVARI,PUERTO ALEGRE,YAVARI,MARISCAL RAMON CASTILLA,PUERTO ALEGRE,YAVARI,MARISCAL RAMON CASTILLA,NA,No,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PUERTO ALEGRIA I ZONA_BELEN,PUERTO ALEGRIA I ZONA_BELEN,PUERTO ALEGRIA I ZONA_BELEN,PUERTO ALEGRIA I ZONA,BELEN,MAYNAS,PUERTO ALEGRIA I ZONA,BELEN,MAYNAS,NA,No,0,0,7,7,1,0,8,9,0,0,8,8,1,0,7,8,NA,NA,NA,1,6,7,0,1,1
PUERTO ALEGRIA I ZONA_RAMON CASTILLA,#N/A,PUERTO ALEGRIA I ZONA_RAMON CASTILLA,PUERTO ALEGRIA I ZONA,RAMON CASTILLA,MARISCAL RAMON CASTILLA,PUERTO ALEGRIA I ZONA,RAMON CASTILLA,MARISCAL RAMON CASTILLA,NA,No,NA,NA,NA,NA,0,0,1,1,0,0,2,2,NA,NA,NA,NA,0,1,1,0,1,1,NA,NA,NA
PUERTO ALEGRIA II ZONA_BELEN,PUERTO ALEGRIA II ZONA_BELEN,PUERTO ALEGRIA II ZONA_BELEN,PUERTO ALEGRIA II ZONA,BELEN,MAYNAS,PUERTO ALEGRIA II ZONA,BELEN,MAYNAS,NA,No,NA,NA,NA,NA,0,0,7,7,1,0,3,4,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA
PUERTO ALEGRIA II ZONA_RAMON CASTILLA,#N/A,PUERTO ALEGRIA II ZONA_RAMON CASTILLA,PUERTO ALEGRIA II ZONA,RAMON CASTILLA,MARISCAL RAMON CASTILLA,PUERTO ALEGRIA II ZONA,RAMON CASTILLA,MARISCAL RAMON CASTILLA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PUERTO ALEGRIA_BARRANCA,#N/A,PUERTO ALEGRIA_BARRANCA,PUERTO ALEGRIA,BARRANCA,DATEM DEL MARA—ON,PUERTO ALEGRIA,BARRANCA,DATEM DEL MARA—ON,NA,No,0,0,30,30,0,0,26,26,0,0,100,100,6,0,68,74,4,7,11,NA,NA,NA,NA,NA,NA
PUERTO ALEGRIA_IQUITOS,#N/A,PUERTO ALEGRIA_IQUITOS,PUERTO ALEGRIA,IQUITOS,MAYNAS,CASERIO PTO.ALEGRIA,IQUITOS,MAYNAS,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA
PUERTO ALEGRIA_MORONA,PUERTO ALEGRIA_MORONA,PUERTO ALEGRIA_MORONA,PUERTO ALEGRIA,MORONA,DATEM DEL MARA—ON,PUERTO ALEGRIA,MORONA,DATEM DEL MARA—ON,NA,No,0,0,1,1,0,0,8,8,1,0,21,22,3,0,19,22,4,10,14,6,23,29,0,1,1
PUERTO ALEGRIA_NAUTA,PUERTO ALEGRIA_NAUTA,PUERTO ALEGRIA_NAUTA,PUERTO ALEGRIA,NAUTA,LORETO,PUERTO ALEGRIA,NAUTA,LORETO,NA,No,0,0,9,9,6,0,6,12,0,0,4,4,0,0,1,1,0,1,1,NA,NA,NA,NA,NA,NA
PUERTO ALEGRIA_PASTAZA,PUERTO ALEGRIA_PASTAZA,PUERTO ALEGRIA_PASTAZA,PUERTO ALEGRIA,PASTAZA,DATEM DEL MARA—ON,PUERTO ALEGRE,PASTAZA,DATEM DEL MARA—ON,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,1,1,1,1,2,NA,NA,NA
PUERTO ALEGRIA_YAVARI,PUERTO ALEGRIA_YAVARI,PUERTO ALEGRIA_YAVARI,PUERTO ALEGRIA,YAVARI,MARISCAL RAMON CASTILLA,PUERTO ALEGRIA,YAVARI,MARISCAL RAMON CASTILLA,NA,No,0,0,7,7,0,0,1,1,1,0,17,18,0,0,8,8,0,5,5,0,5,5,NA,NA,NA
PUERTO ALICIA_PUNCHANA,PUERTO ALICIA_PUNCHANA,PUERTO ALICIA_PUNCHANA,PUERTO ALICIA,PUNCHANA,MAYNAS,PUERTO ALICIA,PUNCHANA,MAYNAS,Momon,Yes,1,0,34,35,14,0,47,61,6,0,25,31,9,0,20,29,7,10,17,0,17,17,0,4,4
PUERTO ALMENDRA_SAN JUAN BAUTISTA,PUERTO ALMENDRA_SAN JUAN BAUTISTA,PUERTO ALMENDRA_SAN JUAN BAUTISTA,PUERTO ALMENDRA,SAN JUAN BAUTISTA,MAYNAS,PUERTO ALMENDRA,SAN JUAN BAUTISTA,MAYNAS,NA,No,4,0,25,29,3,0,35,38,25,0,155,180,36,0,112,148,6,14,20,23,55,78,4,29,33
PUERTO AMELIA_YAVARI,#N/A,PUERTO AMELIA_YAVARI,PUERTO AMELIA,YAVARI,MARISCAL RAMON CASTILLA,PUERTO AMELIA,YAVARI,MARISCAL RAMON CASTILLA,NA,No,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PUERTO AMERICA_CAHUAPANAS,PUERTO AMERICA_CAHUAPANAS,PUERTO AMERICA_CAHUAPANAS,PUERTO AMERICA,CAHUAPANAS,DATEM DEL MARA—ON,PUERTO AMERICA,CAHUAPANAS,DATEM DEL MARA—ON,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
PUERTO AMERICA_MORONA,PUERTO AMERICA_MORONA,PUERTO AMERICA_MORONA,PUERTO AMERICA,MORONA,DATEM DEL MARA—ON,PUERTO AMERICA,MORONA,DATEM DEL MARA—ON,NA,No,0,0,2,2,3,0,100,103,0,0,60,60,NA,NA,NA,NA,1,10,11,3,13,16,0,7,7
PUERTO AMERICA_NAUTA,PUERTO AMERICA_NAUTA,PUERTO AMERICA_NAUTA,PUERTO AMERICA,NAUTA,LORETO,PUERTO AMERICA,NAUTA,LORETO,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
PUERTO ANGARA_PASTAZA,PUERTO ANGARA_PASTAZA,PUERTO ANGARA_PASTAZA,PUERTO ANGARA,PASTAZA,DATEM DEL MARA—ON,PTO ANGARA,PASTAZA,DATEM DEL MARA—ON,NA,No,1,0,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PUERTO ANGARA_PASTAZA,PUERTO ANGARA_PASTAZA,PUERTO ANGARA_PASTAZA,PUERTO ANGARA,PASTAZA,DATEM DEL MARA—ON,PUERTO ANGARA,PASTAZA,DATEM DEL MARA—ON,NA,No,54,0,51,105,30,0,123,153,6,0,56,62,23,0,15,38,99,74,173,17,59,76,1,15,16
PUERTO ANGEL_ALTO TAPICHE,#N/A,PUERTO ANGEL_ALTO TAPICHE,PUERTO ANGEL,ALTO TAPICHE,REQUENA,PUERTO ANGEL,ALTO TAPICHE,REQUENA,NA,No,0,0,4,4,0,0,71,71,1,0,8,9,0,0,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
PUERTO ANGEL_TAPICHE,PUERTO ANGEL_TAPICHE,PUERTO ANGEL_TAPICHE,PUERTO ANGEL,TAPICHE,REQUENA,PUERTO ANGEL,TAPICHE,REQUENA,NA,No,0,0,4,4,0,0,25,25,0,0,6,6,1,0,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
PUERTO ARAMENA_PASTAZA,#N/A,PUERTO ARAMENA_PASTAZA,PUERTO ARAMENA,PASTAZA,DATEM DEL MARA—ON,PUERTO ARAMENA,PASTAZA,DATEM DEL MARA—ON,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,5,0,7,12,15,0,9,24,20,10,30,0,13,13,2,4,6
PUERTO ARCE_TAPICHE,#N/A,PUERTO ARCE_TAPICHE,PUERTO ARCE,TAPICHE,REQUENA,PUERTO ARCE,TAPICHE,REQUENA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PUERTO ARGELIA_TENIENTE MANUEL CLAVERO,PUERTO ARGELIA_TENIENTE MANUEL CLAVERO,PUERTO ARGELIA_TENIENTE MANUEL CLAVERO,PUERTO ARGELIA,TENIENTE MANUEL CLAVERO,PUTUMAYO,PUERTO ARGELIA,TENIENTE MANUEL CLAVERO,PUTUMAYO,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,0,2,2,NA,NA,NA
PUERTO ARICA_NAPO,PUERTO ARICA_NAPO,PUERTO ARICA_NAPO,PUERTO ARICA,NAPO,MAYNAS,PUERTO ARICA,NAPO,MAYNAS,NA,No,NA,NA,NA,NA,0,0,2,2,0,0,2,2,1,0,2,3,0,1,1,1,1,2,NA,NA,NA
PUERTO ARICA_PUTUMAYO,#N/A,#N/A,PUERTO ARICA,PUTUMAYO,PUTUMAYO,PUERTO ARICA,PUTUMAYO,PUTUMAYO,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA
PUERTO ARTURO_ROSA PANDURO,PUERTO ARTURO_ROSA PANDURO,PUERTO ARTURO_ROSA PANDURO,PUERTO ARTURO,ROSA PANDURO,PUTUMAYO,PUERTO ARTURO,ROSA PANDURO,PUTUMAYO,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,2,0,1,1,NA,NA,NA,NA,NA,NA
PUERTO AURORA_NAPO,PUERTO AURORA_NAPO,PUERTO AURORA_NAPO,PUERTO AURORA,NAPO,MAYNAS,PUERTO AURORA,NAPO,MAYNAS,NA,No,0,0,2,2,0,0,1,1,0,0,1,1,0,0,8,8,0,11,11,0,5,5,NA,NA,NA
PUERTO AURORA_PUTUMAYO,PUERTO AURORA_PUTUMAYO,PUERTO AURORA_PUTUMAYO,PUERTO AURORA,PUTUMAYO,PUTUMAYO,PUERTO AURORA,PUTUMAYO,PUTUMAYO,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,2,0,5,7,NA,NA,NA,NA,0,2,2,0,2,2,NA,NA,NA
PUERTO BARRANQUILLO_PASTAZA,PUERTO BARRANQUILLO_PASTAZA,PUERTO BARRANQUILLO_PASTAZA,PUERTO BARRANQUILLO,PASTAZA,DATEM DEL MARA—ON,PUERTO BARRANQUILLO,PASTAZA,DATEM DEL MARA—ON,NA,No,NA,NA,NA,NA,30,0,131,161,24,0,86,110,68,0,39,107,146,152,298,31,155,186,7,50,57
